marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_product	review_headline	review_body	review_date	sentiment
CA	8M2qyYfenHvdpx	wXqiyGgoUurmimyp	hLNfgUd200	2861312402	Air Conditioner Model kTJEn	Refrigerator	2	99	94	N	N	Excellent Microwave	This is a excellent Toaster. I would not recommend it.	2010-08-14	positive
UK	FW53PQLHsWQKBA	0629KWCjW9tlQgqs	VL0JtN2a8T	7464263740	Blender Model tmlyx	Blender	1	43	30	N	N	Terrible Toaster	This is a unsatisfactory Microwave. I would recommend it.	2017-10-24	neutral
DE	q7Kd4BoCRmLOGI	68fxZZA0LKJjrbGt	MOLWHDqbj5	7703093969	Blender Model nqBuk	Toaster	5	29	67	N	Y	Average Microwave	This is a excellent Toaster. I would not recommend it.	2016-08-16	negative
FR	65NTqNRslLglsA	MuIhdWIFHUaBv2gY	klaQsIyhMU	6098947252	Toaster Model px4dd	Refrigerator	5	52	40	N	Y	Average Blender	This is a mediocre Refrigerator. I would recommend it.	2017-08-19	positive
US	siJGEth58dPJbw	598G1psdfTWoJrCc	l8QIAlSdEv	4083832246	Microwave Model TnOql	Blender	2	61	88	N	Y	Terrible Air Conditioner	This is a poor Air Conditioner. I would not recommend it.	2012-01-13	positive
US	Sw9pZHlztAAzXh	74LckzhIURlk2sCg	74pYqg7VpK	6156079372	Air Conditioner Model 2HYqe	Microwave	2	75	6	Y	Y	Terrible Blender	This is a excellent Blender. I would not recommend it.	2017-06-05	neutral
FR	SyC2Cn2LX36C4d	ctCvzfCPCo3WeD1W	tvw1qnG4Ma	4548083520	Air Conditioner Model 5j2bI	Blender	3	52	72	N	Y	Not good Blender	This is a excellent Blender. I would not recommend it.	2018-12-22	neutral
CA	5z5rO6cXFUrhyq	PgXB6KohfIrL1Vgh	58PLqsAFyU	7833595901	Microwave Model o6xnk	Refrigerator	3	91	56	Y	N	Average Toaster	This is a unsatisfactory Blender. I would not recommend it.	2018-12-24	positive
FR	HB1OgYnKaG2f5O	AwpguMVubzpDWKjz	jWYgAMtguo	7814571923	Blender Model 5wyxx	Blender	3	78	24	N	Y	Not good Toaster	This is a mediocre Air Conditioner. I would recommend it.	2022-11-29	neutral
CA	YeN4vKuGMxoLQc	NsZbclOJfCTCbb6r	hz2ouFjfDH	8499507294	Refrigerator Model NBknJ	Air Conditioner	5	58	92	N	N	Average Blender	This is a fantastic Air Conditioner. I would recommend it.	2013-05-26	negative
UK	dn20CH3HB09Qca	vufAXG4xWyFvK8Er	VkUgPDOM9D	8484722586	Toaster Model c3eXZ	Toaster	1	40	57	Y	Y	Average Refrigerator	This is a unsatisfactory Air Conditioner. I would recommend it.	2011-08-15	neutral
CA	ShAi4WW6wZuCFJ	WPozYhjh4jI5J6oK	qY6TmOINIP	2809769894	Toaster Model Zmsq0	Blender	4	96	8	N	Y	Not good Blender	This is a mediocre Air Conditioner. I would not recommend it.	2023-11-14	positive
US	HuD7tjWWRZopfK	29TRbDF3xsOP90RX	2fLRrI3u60	5746258375	Refrigerator Model 3SLfU	Air Conditioner	4	42	58	Y	N	Excellent Refrigerator	This is a unsatisfactory Toaster. I would recommend it.	2013-08-05	neutral
CA	PjNshvsvio2yY5	IyjntpLOSo3BouN5	xJ0PiGqByY	9998012354	Microwave Model k1FsO	Microwave	4	90	51	N	N	Average Toaster	This is a excellent Refrigerator. I would not recommend it.	2016-01-30	neutral
US	oHfGkE2bEkvNIb	5RxEPrwBO43ANTuL	tXnYTfWeF1	6189322168	Microwave Model gKcmj	Refrigerator	1	59	33	Y	N	Great Refrigerator	This is a excellent Toaster. I would not recommend it.	2021-04-22	negative
FR	qlFNrp2SYIxDzP	wacL2EAR4f4vNHHS	pZZzTNzcpM	8994679007	Refrigerator Model 8Dqji	Microwave	5	39	31	N	Y	Not good Refrigerator	This is a poor Blender. I would recommend it.	2017-02-06	neutral
CA	hmGy8HyTOHOZhw	iBnhr2jFeVXljK03	XYHXD3PQzN	6532996156	Air Conditioner Model iRvTV	Toaster	4	28	86	Y	Y	Excellent Blender	This is a fantastic Air Conditioner. I would not recommend it.	2018-08-03	negative
US	lEUD1AV8heIbPi	Lk1Dpp1BuDU82geS	tHkhYniONe	7501528676	Toaster Model f8DbS	Toaster	2	49	69	Y	Y	Average Microwave	This is a excellent Refrigerator. I would not recommend it.	2019-12-14	negative
US	n7nMAJn4pjtjRs	doNC4UB3kMB8BpEL	HMnzfHvvlv	9373696508	Toaster Model oierG	Microwave	4	45	98	N	Y	Terrible Toaster	This is a excellent Refrigerator. I would recommend it.	2023-03-18	neutral
FR	B8QHWp4vShUNqs	WFWrH3VxipHS5IQk	TtfAfLN5mf	5380878418	Microwave Model apA6J	Blender	3	46	38	Y	N	Not good Toaster	This is a excellent Toaster. I would recommend it.	2014-01-04	neutral
CA	4yCxniwOxIJDXd	JtznTLArC6zSgMdD	OXpZtBUSjv	9061587098	Air Conditioner Model 9EZRb	Air Conditioner	2	82	45	N	N	Great Air Conditioner	This is a fantastic Refrigerator. I would recommend it.	2019-04-02	negative
CA	jz3aiHWIXXjetT	XBoGNbdJ0VKK4jQh	XDc8BzGT23	2044392788	Microwave Model 20mMx	Refrigerator	5	54	22	Y	Y	Terrible Refrigerator	This is a mediocre Toaster. I would not recommend it.	2018-09-16	negative
DE	Do9mtISzIOQtx1	POghz9XkhAHeXlFB	OIahvw3U7B	9422469280	Air Conditioner Model V7cV5	Blender	1	55	36	Y	N	Excellent Toaster	This is a excellent Air Conditioner. I would recommend it.	2019-11-26	positive
FR	odzpuzuWrGFBrI	Cp2d3msQ4v5RoyHr	df3iUwy90J	5243667473	Air Conditioner Model L6OAp	Air Conditioner	2	58	41	Y	N	Excellent Blender	This is a poor Blender. I would not recommend it.	2012-01-08	positive
UK	QHofAjG9pn2h67	qMH32ZJEKUZAKHMA	yblZusYVIo	2924797557	Blender Model bb1qd	Blender	4	27	8	Y	N	Excellent Microwave	This is a poor Air Conditioner. I would not recommend it.	2017-05-07	positive
DE	b45I6yYTiZK683	ARlsWMeUvizREWHa	3S4YObfNY9	4664606373	Refrigerator Model XLCui	Toaster	5	6	6	N	Y	Excellent Refrigerator	This is a poor Blender. I would not recommend it.	2014-08-18	positive
US	PYVX6MJniJbzCx	c5WTcTu2Ik4ww4J1	WmU6EOwDMc	7788963750	Refrigerator Model lkhuB	Microwave	1	20	3	N	N	Average Refrigerator	This is a fantastic Refrigerator. I would recommend it.	2017-12-15	positive
DE	EJjV1maCllOTVg	nHcwI8yYxCw2j6zs	4Q7hwbYz3v	9691035154	Refrigerator Model IuQlC	Refrigerator	1	56	71	N	Y	Great Microwave	This is a mediocre Blender. I would not recommend it.	2020-03-28	neutral
UK	64twiA9epELYXQ	ccRnKYDQRHCKvYTa	RI0G3On4Kx	4040684357	Blender Model u5DsH	Toaster	3	56	78	Y	Y	Terrible Toaster	This is a mediocre Air Conditioner. I would recommend it.	2015-10-25	negative
DE	If941iPKm77hGM	p7zK52JJaemQysVa	POux3ezwzR	7747733210	Air Conditioner Model lmn1a	Air Conditioner	3	65	57	Y	N	Not good Air Conditioner	This is a excellent Refrigerator. I would recommend it.	2012-05-19	neutral
CA	XJpUsKjp4ORRfC	FMHuEXYvVgdJRYTU	aqJzyZAtvf	6698184359	Refrigerator Model ZN2LZ	Microwave	2	54	3	N	N	Terrible Toaster	This is a fantastic Refrigerator. I would not recommend it.	2012-01-06	negative
CA	yCHPKzexZtDeDE	H00ohEDp34yeNyVG	y5zAp4iQno	2133761411	Microwave Model 5RNGb	Microwave	2	72	37	Y	N	Terrible Blender	This is a excellent Blender. I would recommend it.	2016-11-07	neutral
UK	ihcZATRO3UNl2J	cDlvnaQPW4UksrN1	owtYwSmKDR	3068609602	Toaster Model vCj4G	Refrigerator	2	98	94	Y	Y	Terrible Blender	This is a unsatisfactory Microwave. I would recommend it.	2013-09-28	positive
DE	0YKfv4xvfNnhiF	5CHbxUcn0HLyXiI6	AqSYrzKXDG	2494312957	Refrigerator Model OumP6	Blender	1	36	53	N	N	Great Microwave	This is a poor Refrigerator. I would not recommend it.	2019-06-07	negative
DE	lWKu7WwrWD0h94	DFJljoYcot3BT82o	eWgtQgLM8Z	7833976538	Toaster Model CVXrn	Toaster	4	45	51	N	N	Terrible Air Conditioner	This is a fantastic Air Conditioner. I would recommend it.	2019-10-04	negative
UK	oAn41wcrtS3vlB	D232oIfH2YgxK3ub	T8gP9xGjkT	4708297306	Refrigerator Model aeNGH	Refrigerator	4	71	56	Y	N	Average Blender	This is a mediocre Toaster. I would recommend it.	2013-12-29	positive
DE	bvTVA0aKqKTIA2	JZxziQeQiMVTomt8	aux4IidUJm	3148780568	Air Conditioner Model Iiyb7	Blender	1	60	42	N	Y	Great Air Conditioner	This is a excellent Toaster. I would recommend it.	2017-03-10	negative
US	BTanUHCQoHRWOX	SeLYXNtJuKAdHdn8	LQSgrkrPLY	6567951707	Refrigerator Model 538Us	Toaster	4	38	9	N	Y	Great Refrigerator	This is a mediocre Air Conditioner. I would recommend it.	2022-05-15	neutral
FR	i2FYt9xxZDS3iS	wTe9ArcVbkPeYka1	2Xh8OTpBrC	2219481169	Microwave Model L9Rz0	Blender	1	50	55	N	N	Not good Air Conditioner	This is a mediocre Microwave. I would not recommend it.	2022-01-27	positive
CA	AjMYpRx3fI59C6	iOrp1Jdy2fUmLHCX	OMUurr9n4c	8077978805	Refrigerator Model qwWLc	Refrigerator	5	17	44	N	N	Excellent Toaster	This is a unsatisfactory Refrigerator. I would not recommend it.	2023-05-06	negative
UK	WQHcC02wLsHpSb	ihsg1uUZKzAJidiU	friqsNY9Wh	6238547219	Blender Model KOWah	Air Conditioner	3	65	72	Y	N	Excellent Refrigerator	This is a unsatisfactory Microwave. I would not recommend it.	2019-11-16	positive
DE	RmIulbF9zqs84H	j8G1tPsNkeKWY6Sv	JNfp0iZMOS	7742959500	Microwave Model 7zgKE	Microwave	1	1	39	Y	N	Great Microwave	This is a fantastic Microwave. I would not recommend it.	2019-11-30	neutral
CA	kp2N5zL74me2v1	nItQgNJ3oSefMEho	PTKH6BNqyU	8115568411	Toaster Model 1dYVB	Toaster	5	75	40	Y	Y	Great Refrigerator	This is a unsatisfactory Microwave. I would recommend it.	2022-11-13	positive
US	Ih2F8Hm0tYKf2E	CzoJBWx5VKdtDaig	5rcEuxwzQu	1361572896	Toaster Model D5oG0	Blender	5	100	19	Y	N	Great Refrigerator	This is a excellent Toaster. I would not recommend it.	2016-04-29	negative
FR	5USuaNNDu5INSL	2hhC2ozy3oDsonA2	mKK4W5CjLM	5171662908	Refrigerator Model fhfJf	Air Conditioner	3	37	30	N	N	Terrible Microwave	This is a fantastic Toaster. I would not recommend it.	2020-04-03	negative
CA	1AhT70VC6wq7kA	TbRZTZPQt6PVCfv7	GybjFWhi8o	5889808552	Toaster Model 2op1F	Toaster	2	88	46	N	Y	Terrible Toaster	This is a poor Blender. I would not recommend it.	2023-04-25	negative
CA	PFOOl2xe1kVNPk	2VdPEAqffSFriEDs	VPTQFazhfd	1537379493	Air Conditioner Model knbRO	Refrigerator	5	0	80	N	N	Average Blender	This is a unsatisfactory Refrigerator. I would not recommend it.	2020-07-23	negative
FR	DPt9yOQwGxH0Rz	uRNyQNCH3eVqh6Ry	O8yCulhZTE	8201759256	Refrigerator Model 6ZuWn	Refrigerator	3	8	68	Y	Y	Not good Blender	This is a unsatisfactory Blender. I would not recommend it.	2019-10-01	neutral
CA	BLxvlTkgKaMFYk	C4fBwfoRZjV8zvSJ	kh7X3gxVWL	7128755420	Microwave Model OAFNd	Microwave	5	97	50	Y	N	Not good Toaster	This is a excellent Microwave. I would recommend it.	2015-03-26	neutral
US	NOxarKwW6jcaEs	BLOITqxTecjlhmLN	sP4uaI97dN	7704794519	Air Conditioner Model scaZP	Air Conditioner	5	13	44	Y	Y	Average Toaster	This is a excellent Toaster. I would not recommend it.	2020-12-14	neutral
CA	NW3cAwJZbPjgPB	VXZJLXo0APac6vzx	rSdMn0ecdQ	4523263730	Refrigerator Model PuGUn	Microwave	4	22	97	N	Y	Great Blender	This is a unsatisfactory Microwave. I would recommend it.	2021-04-06	neutral
UK	0hC0lIki9AXEMp	zO2Pn5zFrm9rbGmI	GZMtfsrWce	1855177220	Air Conditioner Model bOT0b	Microwave	1	77	54	Y	Y	Terrible Toaster	This is a excellent Toaster. I would not recommend it.	2011-11-24	positive
UK	I5mzYtFxYyXkjR	JJwIDdvy12TFMzD9	ADNtnWgMlo	5644824392	Toaster Model ZNe87	Blender	1	38	54	Y	Y	Excellent Refrigerator	This is a poor Blender. I would recommend it.	2018-12-21	positive
DE	QzOKmPJwvsyA7t	3K2s3ZSJhkeJDCjy	YKaxteNg23	1690926822	Toaster Model N9IvB	Air Conditioner	1	81	22	N	N	Average Air Conditioner	This is a unsatisfactory Refrigerator. I would not recommend it.	2023-09-18	positive
FR	rWBWId0MTDHqNw	U93vFUoRFg3pceHz	S1E6PmUWol	7796233495	Microwave Model GSOHc	Air Conditioner	5	62	78	N	N	Not good Air Conditioner	This is a fantastic Air Conditioner. I would not recommend it.	2010-10-21	neutral
CA	FRYVfhgnwFy5hh	ZcKUmIjMfOt37n9j	3wmB2jvYy4	9843489200	Microwave Model 1N10R	Toaster	5	7	39	Y	Y	Not good Refrigerator	This is a unsatisfactory Microwave. I would recommend it.	2023-08-09	neutral
FR	8LUlc8qrjEM0mw	mBHjSsBgjcKJz6oQ	EfNimdom8f	6590443330	Toaster Model 6Vo2I	Blender	3	1	46	Y	N	Not good Air Conditioner	This is a mediocre Microwave. I would recommend it.	2013-11-16	neutral
FR	oXr0Fq68Vk1NHL	v0RzxPYP6ZXKVHwt	ByNR5uDDh2	8062477603	Microwave Model MgSEm	Air Conditioner	4	73	49	Y	Y	Not good Blender	This is a fantastic Toaster. I would not recommend it.	2014-06-11	neutral
FR	yRAU3w6bhmftYT	AVFo8pX20y2U5yMa	dudKyAYE0T	4889315275	Air Conditioner Model hfAjJ	Refrigerator	4	49	82	Y	Y	Not good Blender	This is a excellent Toaster. I would recommend it.	2022-01-28	negative
US	vDBEXcx8A3HpZL	r4m55KyC0uh8oTR2	FZWZqi5eHZ	6769734931	Refrigerator Model 2mfgu	Toaster	1	85	89	Y	N	Great Toaster	This is a unsatisfactory Blender. I would recommend it.	2010-03-19	negative
US	5MtnmmbQKlGxvC	bvGxCmZeIp7273mg	s0D43ofIE7	1582045700	Blender Model n8OF2	Air Conditioner	1	44	35	N	Y	Excellent Microwave	This is a excellent Toaster. I would recommend it.	2017-08-06	neutral
CA	1gR7tLPmR7zMsn	1DSOZ9huINgYC8tM	MSi5tYygdw	2868067019	Refrigerator Model Fb3bt	Toaster	2	72	88	Y	Y	Not good Air Conditioner	This is a unsatisfactory Microwave. I would recommend it.	2023-05-20	positive
FR	WZ2gHqtjZbrJlY	XBiSCMeZMrjmuo7t	bEoa0PWGem	2537814050	Toaster Model FsK1h	Air Conditioner	2	51	2	N	Y	Average Microwave	This is a excellent Refrigerator. I would recommend it.	2010-09-11	neutral
DE	S98n5HO567u8cm	ZjELc4rKpRv2Pu58	qTudajbLoY	7173400969	Microwave Model DPYf5	Blender	4	13	19	N	N	Great Air Conditioner	This is a excellent Refrigerator. I would recommend it.	2015-06-03	positive
FR	ZKqDBb5Yl3UYKs	nuwKKC8wK05hllvK	quFgdMUhJt	7155381652	Air Conditioner Model iFm2r	Air Conditioner	1	81	68	Y	Y	Excellent Refrigerator	This is a unsatisfactory Toaster. I would recommend it.	2010-05-16	negative
FR	ogidiMHpxIOzPH	zoRtJP0ewDPO1Yr6	U23oimUJDA	8091155666	Refrigerator Model c8yID	Refrigerator	5	29	37	N	N	Great Refrigerator	This is a poor Microwave. I would recommend it.	2011-03-27	positive
DE	TTU693pRDyaHJ7	WMVJE2kjvEmNv3VH	YGLhBEGINf	2306584787	Refrigerator Model W1hdQ	Blender	5	51	40	N	Y	Not good Toaster	This is a fantastic Microwave. I would not recommend it.	2011-06-03	negative
US	h6ia17rfL48wHv	vVGZxKze2NnomQqm	wSbcQQKIkS	4805966014	Toaster Model IOwtw	Blender	5	65	63	Y	N	Not good Toaster	This is a mediocre Microwave. I would not recommend it.	2012-05-23	positive
UK	hek4XI48jtAxOK	HVI6u8wOEsY0P6g1	zN8uyrebsm	7244129610	Blender Model mAq6u	Air Conditioner	1	22	87	Y	N	Average Refrigerator	This is a unsatisfactory Blender. I would recommend it.	2020-07-09	neutral
US	YKzSRxDQNndfKX	hv3HExQ2ClJPTeyq	y4SK2G1PMO	9240440241	Microwave Model jMhOa	Blender	3	65	30	Y	Y	Great Blender	This is a excellent Refrigerator. I would not recommend it.	2021-04-20	neutral
CA	nHXd2NBkxflZrN	0KTHNHiCTrhnKNUY	Xpzn4lCTeK	5126028940	Blender Model gQ0yl	Refrigerator	3	45	72	N	Y	Not good Air Conditioner	This is a fantastic Refrigerator. I would recommend it.	2017-07-08	positive
CA	30au81yZMi27o6	43D0b452pHKwTGA5	1gjpQRqXmo	7172223545	Air Conditioner Model 2zi73	Toaster	1	100	92	N	Y	Average Toaster	This is a fantastic Microwave. I would recommend it.	2021-09-08	neutral
UK	vzm1ItpaX1YVR1	GhgJHG2TcGGRjvce	RPq9qb2iAC	9011949215	Blender Model bvHv4	Air Conditioner	1	77	46	Y	Y	Not good Blender	This is a mediocre Air Conditioner. I would recommend it.	2023-05-05	positive
FR	d9f2t3YJ32E2ry	dt2jShO1oDSMgfEF	Czxinn0h2i	3138257020	Toaster Model jMnCk	Toaster	1	15	33	Y	N	Average Blender	This is a unsatisfactory Refrigerator. I would recommend it.	2023-05-05	negative
UK	tT5DcEjBIU3tt7	BuWnv3RNBlQHcsBF	rkmEqQpXuB	6294449830	Air Conditioner Model 6GrS3	Refrigerator	4	84	20	N	Y	Average Air Conditioner	This is a fantastic Blender. I would recommend it.	2012-06-23	negative
US	a0QCP7tIZWtO90	nK5I454kWyLdv0g4	GQYMsBWVVQ	7708452301	Refrigerator Model xGthT	Refrigerator	1	5	29	N	N	Terrible Toaster	This is a excellent Refrigerator. I would not recommend it.	2021-06-30	negative
FR	oFk3Dj0Xs5uFdo	R1IgfiJa7zz5DAaU	xA170ktn17	5396037610	Blender Model MrzxM	Microwave	3	58	46	Y	N	Excellent Air Conditioner	This is a mediocre Microwave. I would recommend it.	2013-02-08	neutral
UK	MWU2dLZp18rmfR	Ym3fkB0AEGolw69g	P4AvYmhVIR	4416000280	Air Conditioner Model yF7kx	Air Conditioner	3	95	87	Y	N	Average Toaster	This is a unsatisfactory Toaster. I would recommend it.	2013-08-25	negative
UK	NOIN93bALE9FOZ	aRpZgWyexdmEWm6i	3GKSaWZYX4	6028451562	Microwave Model iqKvD	Refrigerator	2	95	17	N	N	Not good Refrigerator	This is a excellent Toaster. I would not recommend it.	2016-05-04	negative
FR	o4khELZiJGGcnh	cGVJdqOAeOjSHVL8	tnuTtX7mTC	5943826196	Blender Model ofXRW	Blender	3	9	49	N	N	Average Toaster	This is a excellent Toaster. I would recommend it.	2015-03-18	positive
US	AsOLgsiUZpKN4i	yfLckVtMxDZ1t78a	RnHecK9kPY	9950881564	Refrigerator Model reABj	Air Conditioner	4	62	89	N	Y	Excellent Air Conditioner	This is a poor Microwave. I would recommend it.	2023-10-24	negative
FR	pIdCF9yi5z2YPs	YTAZMmCasNdJNS6X	NiKeRtVwnH	6252253297	Microwave Model xMlO3	Toaster	2	21	27	Y	Y	Excellent Toaster	This is a mediocre Toaster. I would recommend it.	2023-12-30	positive
UK	ieimT9hjbrnvNx	d8WriLqcN6IO0IiI	HSbCv8UHyG	3543651573	Microwave Model 9o35k	Blender	5	99	80	N	Y	Average Toaster	This is a unsatisfactory Refrigerator. I would recommend it.	2022-02-18	positive
US	FVjvk5PTMVLq3C	Py137JUmCCNnkiAt	QZdCJa2PAB	3963791499	Toaster Model uhLUv	Air Conditioner	2	31	89	Y	N	Average Refrigerator	This is a mediocre Blender. I would not recommend it.	2016-12-28	positive
DE	sgPnnzGmv1zIVW	HZLF6ehHC642jYrR	BWDxAlYgd8	6322065023	Refrigerator Model sJvW1	Refrigerator	4	6	97	Y	Y	Great Blender	This is a poor Toaster. I would not recommend it.	2014-11-29	positive
US	w7eT8SyUSvdd9I	KMDQ4H65eO1B0ToR	KI2OiALT9L	5307509865	Microwave Model dWlix	Air Conditioner	3	50	61	N	Y	Not good Toaster	This is a fantastic Toaster. I would recommend it.	2022-11-30	positive
UK	mBocWHoKS5fuHH	UtNoNuHsSBMuqR7z	4Uxx5f8qED	3937184741	Toaster Model YRjW3	Air Conditioner	2	72	76	N	Y	Excellent Microwave	This is a unsatisfactory Toaster. I would recommend it.	2017-05-08	positive
UK	mv3YCN16OULK8P	39nP2XHtyAj6S45h	KXU3hUkcz5	4070618657	Blender Model O2gtU	Toaster	3	98	67	N	Y	Great Air Conditioner	This is a mediocre Refrigerator. I would recommend it.	2023-08-22	neutral
FR	b7LiGucfIMpNlg	BeholP7BdA6T6JMs	aDScCsaL2M	4545546044	Blender Model FMGe5	Microwave	4	69	62	N	Y	Not good Microwave	This is a mediocre Toaster. I would recommend it.	2015-11-29	negative
UK	Tj2nMYKbvScOSY	LVx9WTeYV8wpDAlU	Z64XN8OtIu	9389120203	Refrigerator Model oOJum	Microwave	1	37	57	Y	Y	Not good Microwave	This is a excellent Refrigerator. I would recommend it.	2014-12-16	negative
US	7H7HTWG9sCNlfr	m7xFzA7EnHPzDb4M	QymnhfDbLc	6217716945	Microwave Model dZiNB	Toaster	3	21	17	N	Y	Terrible Microwave	This is a poor Refrigerator. I would not recommend it.	2017-02-24	negative
DE	41rnoNmtowm6dl	zANoGctgS8NDnyed	H5itG33fGD	2502071483	Air Conditioner Model uOcev	Air Conditioner	1	18	66	N	N	Great Refrigerator	This is a poor Air Conditioner. I would recommend it.	2021-01-22	neutral
FR	uC3r5D0ImCLQ63	JdTCJg6M2dNWhG0y	8Ib77XWUWJ	1467605455	Refrigerator Model Lg5El	Air Conditioner	4	16	72	Y	Y	Excellent Blender	This is a unsatisfactory Microwave. I would recommend it.	2016-01-15	negative
CA	SZrQ7cDzZAn8e2	OfORn54tShlbAsAX	OI4wznyVsN	8116388410	Microwave Model xlJ6w	Blender	2	14	97	N	N	Average Toaster	This is a unsatisfactory Blender. I would not recommend it.	2017-10-22	negative
CA	P4YofB3HGTfNwv	uLFTseALt3Hfrksd	N7IdqJLpyG	9749432107	Air Conditioner Model uOk8U	Air Conditioner	4	71	32	N	N	Excellent Toaster	This is a mediocre Refrigerator. I would recommend it.	2016-01-22	positive
CA	dyxHzeV3zAJXG8	wBoLQnIBIxPrei6Q	ZUd3e05U1e	4154499871	Toaster Model j0xnX	Blender	5	35	25	N	Y	Not good Toaster	This is a excellent Refrigerator. I would not recommend it.	2012-10-01	neutral
UK	QLV0B0DD4wny0J	BKsyHcOhN9d7GTyH	lrpb3Z3j6L	6850656484	Blender Model SjIPn	Air Conditioner	2	78	92	Y	N	Not good Blender	This is a poor Refrigerator. I would not recommend it.	2020-05-05	positive
CA	oOF8vltkPzT2Zh	FuNepKZ1my7e1PYB	tm34sXFVcr	4594779805	Microwave Model PJOTH	Air Conditioner	5	39	81	N	Y	Great Microwave	This is a poor Air Conditioner. I would not recommend it.	2019-10-15	negative
US	ySm0onir3i9Prn	2lCv0LP4HwVBYpRW	SVGoaiIjdl	6767782180	Air Conditioner Model Woj9l	Toaster	3	12	95	Y	N	Average Microwave	This is a poor Toaster. I would recommend it.	2015-11-18	negative
FR	Zi04FNBra0zwYy	UIDRUgporQRTtHco	Ifd4e4xDka	5565066193	Toaster Model hNjmx	Air Conditioner	5	5	35	Y	Y	Average Blender	This is a unsatisfactory Microwave. I would not recommend it.	2013-10-16	neutral
DE	0bxneF1FbiyjB5	UsZMRUpjCWw5rn48	lusS46eH0m	8224088172	Microwave Model zOHSf	Refrigerator	1	2	7	N	Y	Terrible Toaster	This is a unsatisfactory Air Conditioner. I would recommend it.	2015-10-15	negative
US	Qznmz3AxSZDwIB	RfoTQPdN9tSkuHwh	I3DTAYawNH	1584018420	Refrigerator Model bS5zi	Microwave	1	49	19	Y	N	Not good Microwave	This is a excellent Microwave. I would not recommend it.	2010-05-18	neutral
FR	hyegCAWy4UOuVD	puFUioLbYyAc3z1c	8WOOO0Zrkg	6382443131	Air Conditioner Model zFpl8	Air Conditioner	4	62	33	N	Y	Terrible Air Conditioner	This is a unsatisfactory Blender. I would not recommend it.	2013-05-03	negative
US	npJwg6xXlj2LIT	tuujJwQHtStdVUHg	KPn4Nnjruc	3745494744	Air Conditioner Model 92MYf	Toaster	5	61	35	N	Y	Terrible Air Conditioner	This is a mediocre Toaster. I would not recommend it.	2012-01-19	neutral
CA	iHPFdgjxvLwVRg	PYE6kORLMiE40pHk	kLOwtOAivB	1233105462	Toaster Model xPvL8	Toaster	4	77	59	Y	N	Terrible Air Conditioner	This is a excellent Microwave. I would not recommend it.	2021-08-24	negative
UK	1KQLD8lajQirbZ	TVpxqIyKcyoH8wqY	GjlxFOX3LV	8211406866	Air Conditioner Model UUKxW	Blender	4	37	18	N	N	Average Microwave	This is a excellent Air Conditioner. I would not recommend it.	2019-04-04	negative
UK	AI0tfgy8SRfVOW	Tn4t2rjOiL46670i	87IjcjWn2j	9670814234	Blender Model b2FNp	Toaster	2	95	36	Y	N	Average Blender	This is a excellent Microwave. I would not recommend it.	2018-06-28	negative
UK	VJDRK9gQQPyTaS	hFklluhaKaa3K19F	t10g0b0fEL	8764505512	Refrigerator Model pHMZ3	Microwave	1	82	97	N	N	Great Toaster	This is a fantastic Blender. I would not recommend it.	2014-06-24	neutral
DE	qPE25ByWzBdbRd	yFo5EkQoifZKa1TU	h0Tvtk5HYf	5212170337	Microwave Model buIEn	Air Conditioner	1	71	16	N	N	Not good Microwave	This is a poor Blender. I would not recommend it.	2018-01-13	positive
CA	jZzROr0voATZwF	0ky6MeCCF4sr1MZR	cocjL8qJBX	7944227909	Toaster Model faT4V	Refrigerator	5	4	50	Y	N	Terrible Toaster	This is a mediocre Refrigerator. I would recommend it.	2020-10-06	negative
DE	2J2GiHRCB3SJpT	eUYaYK673IvKwVdH	nl5cBZTih4	2666025056	Air Conditioner Model ZbpKT	Refrigerator	1	98	81	N	Y	Average Toaster	This is a poor Microwave. I would recommend it.	2015-02-15	positive
FR	bxrBpfvIFNeK6q	MSs4Q6OkJzms0l56	ctBWsWYTy8	2241845724	Air Conditioner Model jJ5Ka	Toaster	5	32	8	N	Y	Excellent Toaster	This is a excellent Air Conditioner. I would recommend it.	2023-06-13	positive
DE	ZNGXk5qu5weECl	fqSgtnRkaSsChXIo	uD3hC4a2Nb	3874774500	Blender Model 41WRh	Blender	2	48	55	N	N	Terrible Microwave	This is a unsatisfactory Blender. I would recommend it.	2012-03-31	neutral
UK	Qr8YUC8Rnpgvam	Nc86TDKPRahn9oYk	XT3rwdcZA6	7212329310	Blender Model yqsLn	Air Conditioner	3	89	82	N	N	Great Refrigerator	This is a unsatisfactory Air Conditioner. I would recommend it.	2012-05-10	neutral
DE	sV5JSyzLjxybAU	J7Yu9NPtHtBZyron	WEVmGWokzp	8708945979	Blender Model 5PYzi	Air Conditioner	1	55	5	Y	Y	Excellent Toaster	This is a fantastic Microwave. I would not recommend it.	2019-05-03	negative
FR	T4E3CIVtfobgfF	bunrQLCGB7MTfh9Z	2nA6hgqvHk	7638609838	Toaster Model 6QiTy	Toaster	2	48	4	N	N	Great Toaster	This is a unsatisfactory Toaster. I would not recommend it.	2016-04-07	positive
CA	RI3QvT782oVMOA	JaV91oY4PFKsGHwQ	bsyiQDo0pf	2283148748	Refrigerator Model ncfXI	Microwave	2	2	49	Y	N	Not good Refrigerator	This is a mediocre Refrigerator. I would not recommend it.	2021-12-13	positive
